session_id,username_sample,num_attempts,total_time,success_rate,distince_usernames,rule_prediction,rule_reason,avg_keystroke_delay,std_keystroke_delay,true_label
1bc02c07-61c8-4d0a-afa2-3d23d004d7d1,normal_user_166,19,9.0,0.0,19,1,evasive_pattern,0.2638,0.4197,1
1daa3287-3303-40be-80a2-382398b12d7a,normal_user_226,18,152.0,0.0,17,1,evasive_pattern,0.1638,0.1841,1
1e3b1759-452c-4586-b53b-2b9e9beac49f,normal_user_177,2,3.0,0.5,1,0,normal,0.1856,0.2214,0
1f43ee7b-cf44-4e93-8b85-8ef6c0f02a92,normal_user_165,1,0.0,1.0,1,1,unrealistic_typing_speed,0.0037,0.0044,0
20edf9bd-c677-4879-92b2-df69a3fd58e6,normal_user_231,12,2.0,0.0,12,1,brute_force_pattern,0.3021,0.3947,1
21db02a8-f165-46a9-ba40-59e0dcf97294,normal_user_118,5,38.0,0.0,5,1,evasive_pattern,0.2669,0.3325,1
237b72af-9211-413a-a894-05121ba661d4,normal_user_76,2,4.0,0.5,1,0,normal,0.2383,0.3496,0
2495fa4d-2983-4dfb-aace-8c5e3d10e208,normal_user_72,8,4.0,0.12,7,1,high_typing_variance,0.3922,0.6101,1
260d88c4-52d1-491a-a79d-7de4da1beee2,normal_user_105,1,0.0,1.0,1,0,normal,0.2522,0.2989,0
26d85dc5-462c-46e3-99c7-42ca7eb4cb0b,normal_user_29,17,161.0,0.0,17,1,high_typing_variance,0.4109,0.5154,1
288c80e1-3c7b-4980-ae97-e77f2f612373,normal_user_39,6,37.0,0.0,6,1,high_typing_variance,0.4118,0.532,1
2937e047-858d-4c3c-ae41-21e73467140c,normal_user_19,28,10.0,0.0,26,1,evasive_pattern,0.3026,0.4072,1
2979490c-d2a1-4a47-ae5b-10a191d31f7e,normal_user_148,22,9.0,0.0,22,1,evasive_pattern,0.179,0.2042,1
29b009d5-0b25-4d39-8237-4b3b8fa0fa69,normal_user_97,8,56.0,0.0,8,1,evasive_pattern,0.1902,0.2297,1
29e89e0b-c6ec-4577-902e-58f9736fdb33,normal_user_55,1,0.0,1.0,1,0,normal,0.2646,0.3198,0
2a2bf27f-7dea-4a8a-8597-194856d066a3,normal_user_95,1,0.0,1.0,1,0,normal,0.2798,0.3287,0
2a9dcf4e-b478-4ece-b901-f905ef2615b9,normal_user_122,33,18.0,0.0,32,1,high_typing_variance,0.3703,0.4588,1
2cac393a-edf0-40c7-8259-7990a3fda83d,normal_user_242,1,0.0,1.0,1,0,normal,0.1369,0.1603,0
2e0d5a57-0bef-4366-880c-7a6d04d6b730,normal_user_85,9,78.0,0.0,9,1,evasive_pattern,0.2357,0.2763,1
2e81ea57-218e-4ef9-a53f-aeae87fe79fe,normal_user_5,1,0.0,1.0,1,0,normal,0.2152,0.2434,0
2ed044df-5511-41f0-9156-576382e5fcf9,normal_user_115,2,3.0,0.5,1,1,high_typing_variance,0.4041,0.5814,0
2ee8cbb6-ed85-41e7-8c2b-d0104823bde3,normal_user_174,1,0.0,1.0,1,0,normal,0.2703,0.349,0
30ae79b5-6ff0-45f4-8245-aa8efdabe94e,normal_user_172,13,7.0,0.0,13,1,evasive_pattern,0.1055,0.1133,1
31817520-2296-4ecf-a093-6523ecd365c5,normal_user_58,1,0.0,1.0,1,0,normal,0.2972,0.3579,0
31cbf30a-36c1-47ca-bb57-29291b09cb61,normal_user_247,3,10.0,0.33,1,0,normal,0.3147,0.4091,0
322d7c6d-d2e0-4683-a4b7-5b1b5c8d470a,normal_user_20,39,20.0,0.0,37,1,high_typing_variance,0.5105,0.705,1
3293190f-ebd0-446e-bc8f-9431c17c0586,normal_user_92,3,8.0,0.0,1,1,high_typing_variance,0.5826,0.792,0
32efae7a-b018-4a39-84a3-d8bac3725161,normal_user_18,3,9.0,0.33,1,0,normal,0.2543,0.2981,0
344d77a5-17b3-49bd-a247-88837276c626,normal_user_247,11,79.0,0.0,11,1,high_typing_variance,0.5674,0.8595,1
35224db9-fa00-45f9-b714-d59bdeb61377,normal_user_124,1,0.0,1.0,1,0,normal,0.2853,0.3728,0
35f69aed-2504-477b-864e-e9f01a8dc2aa,normal_user_214,3,8.0,0.0,1,0,normal,0.2647,0.309,0
3600328f-4c37-42d9-a617-f7f12e028750,normal_user_150,12,6.0,0.0,12,1,evasive_pattern,0.2905,0.3588,1
363d4a99-d902-40d0-b5e5-f853c915b67b,normal_user_149,2,5.0,0.5,1,0,normal,0.3545,0.4375,0
37125430-2084-4f90-a9c6-00abeaee1c13,normal_user_173,6,33.0,0.0,6,1,high_typing_variance,0.3751,0.4842,1
374b6a53-37e2-470c-8fa2-b41bb20f6e10,normal_user_7,1,0.0,1.0,1,0,normal,0.1208,0.1362,0
3794b815-3bbb-4aa0-8f5c-b64a7681d2dd,normal_user_103,1,0.0,1.0,1,1,high_typing_variance,0.405,0.5582,0
37de4fdb-a6cf-46d6-ad97-03e98e1977c4,normal_user_131,1,0.0,1.0,1,0,normal,0.3163,0.3978,0
37e07127-e8f0-4dbe-a5a7-b68cfca60661,normal_user_119,1,0.0,1.0,1,0,normal,0.2168,0.2504,0
37f661a9-d1fc-42e5-8912-80268d80de16,normal_user_145,3,10.0,0.33,1,0,normal,0.1109,0.1211,0
382b4aba-2be7-4ab4-8078-97abd9844174,normal_user_237,1,0.0,1.0,1,0,normal,0.1598,0.1844,0
3a252581-405f-4ad2-adb0-7f67382e4365,normal_user_184,12,6.0,0.0,12,1,evasive_pattern,0.1565,0.1678,1
3a654826-4a3c-4990-b544-54f3a71c72df,normal_user_163,7,60.0,0.0,7,1,evasive_pattern,0.1812,0.1954,1
3b5f376d-5b92-4eaf-be4f-83b9726535be,normal_user_214,6,42.0,0.17,5,0,normal,0.2598,0.2941,1
3b8999d0-1396-421c-84ff-c36eb66b290f,normal_user_130,1,0.0,1.0,1,1,unrealistic_typing_speed,0.004,0.0047,0
3bc3fa9d-20dc-495b-99e2-3576e604bf7f,normal_user_122,1,0.0,1.0,1,0,normal,0.1457,0.1593,0
3e0c4f86-bfc3-4742-967f-4212f42e765f,normal_user_86,3,8.0,0.33,1,1,high_typing_variance,0.4245,0.6002,0
3e60a91b-265a-4932-ae1d-fea88c015460,normal_user_4,3,10.0,0.0,1,0,normal,0.306,0.3592,0
3f4dd3f4-79b4-4ffb-a491-3f9c056b244d,normal_user_231,7,37.0,0.0,7,1,evasive_pattern,0.1483,0.1565,1
4039a1b6-5e5d-495e-8d0b-8fa1cd87ec58,normal_user_105,5,38.0,0.0,5,1,high_typing_variance,0.4031,0.613,1
40af4240-4a20-40bf-8047-d15c4479024f,normal_user_167,2,5.0,0.5,1,0,normal,0.1425,0.186,0
412ed1bb-9091-4589-9381-66f15f13ca3c,normal_user_46,2,4.0,0.5,1,1,high_typing_variance,0.6214,0.838,0
4137378e-4efd-4e09-8552-f99bd1dbfb4d,normal_user_10,25,11.0,0.0,24,1,evasive_pattern,0.1718,0.1944,1
41a0598c-7c7d-4400-afee-d04b40c101ef,normal_user_187,11,111.0,0.0,11,1,evasive_pattern,0.3529,0.4144,1
42b7efd2-24a9-4ed5-a368-de23e5147c30,normal_user_189,1,0.0,1.0,1,1,high_typing_variance,0.6194,0.9761,0
431f7d15-5258-49ea-958c-33ec9efc8460,normal_user_28,1,0.0,1.0,1,0,normal,0.2816,0.338,0
4385e822-8ea0-4d8f-bf76-330ae72cd463,normal_user_73,2,5.0,0.5,1,0,normal,0.3301,0.4029,0
43b39d50-45d8-44e1-b982-bb6292a22921,normal_user_206,1,0.0,1.0,1,1,high_typing_variance,0.4123,0.6384,1
45553319-ac6e-43e6-a138-49c552e8a64d,normal_user_60,1,0.0,1.0,1,0,normal,0.2925,0.3869,0
45c1c9e6-3d79-4c23-83af-c0d4a215bf92,normal_user_112,1,0.0,1.0,1,0,normal,0.2728,0.3197,0
46045dd0-7ef9-4b61-9470-465ba19d3e34,normal_user_194,3,6.0,0.0,1,0,normal,0.1217,0.1337,0
46849d33-3869-4174-a983-aa86aa947276,normal_user_17,1,0.0,1.0,1,1,high_typing_variance,1.0286,1.6079,0
4691a216-df4e-4052-adab-9dd7092086e7,normal_user_201,3,8.0,0.33,1,0,normal,0.2602,0.3011,0
47e565f0-df5a-4ce6-a33f-b0143218eb4c,normal_user_40,1,0.0,1.0,1,0,normal,0.3234,0.399,0
48b3ae3c-a785-4f22-85cc-5812f0311b13,normal_user_34,32,17.0,0.0,30,1,evasive_pattern,0.318,0.4015,1
48e42845-8f13-4859-ac32-ccedc7d9ff13,normal_user_151,12,108.0,0.0,12,1,evasive_pattern,0.3275,0.395,1
49a93845-b351-49cc-9d38-888be173c198,normal_user_244,1,0.0,1.0,1,0,normal,0.1746,0.1919,0
4a02cf3a-3600-49fa-ba28-4afd0b79b795,normal_user_32,1,0.0,1.0,1,1,high_typing_variance,0.3598,0.4552,0
4a706212-8cb1-4021-9449-771635cc10d2,normal_user_203,1,0.0,1.0,1,1,high_typing_variance,0.4901,0.6614,0
4bea3cfb-043d-41ba-b62c-fefd99eebdf7,normal_user_227,3,8.0,0.33,1,0,normal,0.1673,0.2073,0
4cec70c7-cacc-4f49-b1a7-8f4991b53c8a,normal_user_86,3,7.0,0.33,3,0,normal,0.2292,0.2586,1
4cf10097-3fab-45d1-bcae-16af1ba198c4,normal_user_113,38,19.0,0.0,35,1,high_typing_variance,0.3546,0.454,1
4cfe5b83-910a-4b31-9a00-52c8a0bec97b,normal_user_123,7,52.0,0.14,7,1,high_typing_variance,0.404,0.4805,1
4d6d53c9-1640-4824-9dc3-ed403c9ee9bc,normal_user_94,1,0.0,1.0,1,0,normal,0.3132,0.3859,0
4dee5388-4946-4172-914e-23f914f006ff,normal_user_134,2,3.0,0.5,1,0,normal,0.2026,0.2658,0
4eb130b2-534d-4831-8633-6aaf8d67856e,normal_user_216,3,10.0,0.0,1,0,normal,0.3447,0.4321,0
4ff9bde9-f0f1-4a66-8f49-6a2596ab9670,normal_user_53,1,0.0,1.0,1,1,high_typing_variance,0.3365,0.4526,0
500c454d-c0df-40f4-a2d3-1015af8a3f2c,normal_user_96,34,20.0,0.0,31,1,high_typing_variance,0.401,0.5721,1
5020ebf1-a85d-4ef7-adb1-043cebdc778b,normal_user_171,3,8.0,0.33,1,0,normal,0.1962,0.2851,0
51e39848-5451-404d-b715-f6b7975a14fd,normal_user_80,1,0.0,1.0,1,0,normal,0.3134,0.376,0
5231defc-4e53-49b7-b1a8-adf7f62d1fc9,normal_user_102,1,0.0,1.0,1,0,normal,0.3232,0.4347,0
52a5c82c-e44a-40cf-9c61-00a976b7f806,normal_user_132,30,20.0,0.0,29,1,evasive_pattern,0.3177,0.4124,1
54b7a344-5fd4-4d28-a8e6-a66915c46a46,normal_user_180,10,90.0,0.0,10,1,evasive_pattern,0.2489,0.308,1
5559f811-d618-4d10-b304-6f51b728ab8c,normal_user_101,1,0.0,1.0,1,0,normal,0.2872,0.3488,0
55b66d98-956a-49c4-99e6-2d6663c423bd,normal_user_56,6,37.0,0.0,6,1,evasive_pattern,0.24,0.2939,1
56f87cbc-97bb-43a1-bf87-3ef043aca574,normal_user_75,35,16.0,0.0,34,1,high_typing_variance,0.345,0.4539,1
5ad9acaf-790b-4158-ae00-e3cc2d8f23f1,normal_user_82,2,4.0,0.5,1,1,high_typing_variance,0.5543,0.7422,0
5aec1770-7da2-4676-8c00-ceb5ed580621,normal_user_94,15,124.0,0.0,15,1,evasive_pattern,0.2061,0.2348,1
5b3dec2a-cdfe-4b32-939d-ff7736ecea87,normal_user_43,1,0.0,1.0,1,1,unrealistic_typing_speed,0.0041,0.0048,0
5b8e9f73-e894-4ea2-9ae5-a8f98c896832,normal_user_141,1,0.0,1.0,1,1,unrealistic_typing_speed,0.0043,0.0049,0
5b91475e-8a28-49fb-b45a-78dd9135c5b7,normal_user_176,1,0.0,1.0,1,0,normal,0.1836,0.2205,0
5c273c20-16cc-4d62-8cc6-1bc6396eaea1,normal_user_63,2,5.0,0.5,1,0,normal,0.2109,0.2348,0
5c70134a-21eb-4e3c-8a64-75f56507bb9c,normal_user_180,5,33.0,0.0,5,1,high_typing_variance,0.3842,0.5048,1
5c736a7a-dd0e-4cfd-8009-17f4e33b5294,normal_user_15,1,0.0,1.0,1,0,normal,0.3541,0.4336,0
5e85cde9-4d9f-43c2-b556-e1ec38fce8d2,normal_user_139,1,0.0,1.0,1,0,normal,0.1639,0.1928,0
5f408a0e-17e9-41c2-98b3-ad90f9dfe765,normal_user_49,1,0.0,1.0,1,0,normal,0.3391,0.4404,0
5f4315b9-7bd3-4d55-8033-70984806a54b,normal_user_183,1,0.0,1.0,1,1,high_typing_variance,0.5337,0.6778,0
60be47fe-7195-435f-97b1-8625a04cdb00,normal_user_107,1,0.0,1.0,1,0,normal,0.2871,0.3947,0
62084f49-d2fc-4d21-9359-0ff563cba09e,normal_user_143,1,0.0,1.0,1,1,unrealistic_typing_speed,0.0037,0.0044,0
630de22c-ec6c-4684-b92f-5c6741f5d9e3,normal_user_160,2,3.0,0.5,1,0,normal,0.164,0.176,0
63bbf4a9-51b9-4106-9e70-95a31760b9c3,normal_user_47,28,8.0,0.0,25,1,high_typing_variance,0.7661,1.0155,1
65e50eff-00f0-480d-bfd5-92d0e1cb2fce,normal_user_25,1,0.0,1.0,1,0,normal,0.1083,0.1199,0
6652a614-ef8c-486b-914a-8928dff0a2fb,normal_user_57,1,0.0,1.0,1,1,high_typing_variance,0.3965,0.541,0
66cb50b9-7387-48aa-92cc-5a3b7b49b49a,normal_user_12,47,17.0,0.0,42,1,evasive_pattern,0.3339,0.4064,1
677ae966-e8a9-45e2-9fc1-f5a48d66a9c1,normal_user_42,6,44.0,0.0,6,1,high_typing_variance,0.5509,0.7035,1
69ee663f-691f-4565-a347-4806a7826390,normal_user_113,5,46.0,0.2,5,0,normal,0.2498,0.3289,1
6c1215ae-c311-4568-8f45-30ead4263d67,normal_user_64,2,3.0,0.5,1,0,normal,0.2251,0.2586,0
6c23ebf1-af30-4f03-9a47-b6a76d3d2364,normal_user_196,1,0.0,1.0,1,0,normal,0.1658,0.1815,0
6d2bb02c-f987-422d-a37b-f5b447321ac4,normal_user_128,11,62.0,0.0,11,1,evasive_pattern,0.2053,0.2366,1
6ea3a6f4-18d6-41b5-9619-8735e3474ab9,normal_user_29,1,0.0,1.0,1,0,normal,0.2303,0.3171,0
6f1925ff-633c-452d-ba5b-b22bb88286fe,normal_user_178,2,5.0,0.5,1,0,normal,0.1945,0.2149,0
6fbe7f7f-5c29-4757-8251-b08395131302,normal_user_187,21,9.0,0.05,18,1,evasive_pattern,0.2022,0.2393,1
6fd83bc1-8023-4e80-a19d-0ea0a0145139,normal_user_245,2,4.0,0.5,1,1,high_typing_variance,0.4977,0.671,0
7042f565-2738-4bef-ae6d-653c36a3e865,normal_user_109,1,0.0,1.0,1,0,normal,0.2958,0.3961,0
70b5da5e-8bf3-4a04-8b35-d560190c2815,normal_user_181,3,7.0,0.33,1,0,normal,0.3075,0.3743,0
71a1fbcc-33d9-4617-82c2-884a8a790f5e,normal_user_30,1,0.0,1.0,1,0,normal,0.2727,0.3287,0
71b3ba18-de5d-44f5-b93b-6a17b4601d8c,normal_user_248,1,0.0,1.0,1,0,normal,0.2564,0.2999,0
71bc5365-9606-4fca-a0f7-b5958cd03ca5,normal_user_56,1,0.0,1.0,1,0,normal,0.2972,0.3579,0
72a79cd0-c5b6-4cb9-b48b-823520b83ca4,normal_user_36,2,4.0,0.5,1,0,normal,0.3211,0.4043,0
73a67cf4-8887-4a79-a181-d86559670c76,normal_user_223,18,131.0,0.0,18,1,evasive_pattern,0.2821,0.3304,1
74782730-bfd3-4492-8f1f-29f57fcce2d5,normal_user_123,1,0.0,1.0,1,0,normal,0.2866,0.3416,0
74b906d9-e1bb-4f3d-903a-5f827af49efb,normal_user_200,1,0.0,1.0,1,0,normal,0.2812,0.3339,0
7510a07f-2814-4c85-8460-50783a89b61f,normal_user_200,5,27.0,0.0,5,1,evasive_pattern,0.1927,0.2238,1
75d7e9f0-1df3-4c8c-a2d8-2e68ad44f38f,normal_user_148,3,8.0,0.33,1,0,normal,0.2844,0.3602,0
75ecda82-a1b7-433f-8311-cab2c30e1f2c,normal_user_35,2,4.0,0.5,1,0,normal,0.3081,0.3946,0
76a0ac27-e5d7-4381-8408-0f3d61ff4b65,normal_user_173,14,6.0,0.0,14,1,high_typing_variance,0.3747,0.4722,1
776fedd6-aa9d-4b3e-bf38-14847884efa9,normal_user_116,1,0.0,1.0,1,0,normal,0.2327,0.2827,0
7819a15e-65bd-48d3-9536-0a00e0497049,normal_user_65,14,112.0,0.0,14,1,high_typing_variance,0.3619,0.462,1
79c10cc2-b056-431b-8f2f-34d7572d05ea,normal_user_113,2,5.0,0.5,1,0,normal,0.3047,0.3647,0
7a0d58a6-8e98-47d5-a882-8117f50810a0,normal_user_219,5,41.0,0.0,5,1,evasive_pattern,0.2828,0.3664,1
7ae6b511-9465-4f46-b268-79c9c2c0ee0a,normal_user_90,1,0.0,1.0,1,1,high_typing_variance,0.586,0.8264,0
7b648b77-5615-4dec-a99c-b418f0ec2e5b,normal_user_79,2,3.0,0.5,1,1,high_typing_variance,0.7019,0.922,0
7c04595a-c004-4d75-980b-db8497629beb,normal_user_232,1,0.0,1.0,1,0,normal,0.2255,0.2606,0
7d0b2ac4-e4c1-433e-ae1b-2df40b05f77a,normal_user_240,1,0.0,1.0,1,0,normal,0.2357,0.2803,0
7ea6b167-0fec-4c77-a132-8b6ed05fdc59,normal_user_222,1,0.0,1.0,1,0,normal,0.1922,0.2409,0
7f52c9b9-bfc7-4429-9536-4c3f1afd19bb,normal_user_78,1,0.0,1.0,1,1,unrealistic_typing_speed,0.0037,0.0044,0
80078da6-6cb0-4927-a31b-6eac7e4a3075,normal_user_146,1,0.0,1.0,1,1,high_typing_variance,0.378,0.5577,0
800b51fb-7f74-48f4-92ab-16ad9e606dfb,normal_user_136,41,20.0,0.0,39,1,high_typing_variance,0.4199,0.5545,1
803820a5-8a32-471a-adaa-4106c24c7f3b,normal_user_239,1,0.0,1.0,1,0,normal,0.352,0.4451,0
8068ab41-60bf-4708-84b3-f999c1347025,normal_user_48,8,84.0,0.0,8,1,evasive_pattern,0.2126,0.2379,1
809cd8cf-52b2-4b8e-a214-2c0b4796df8a,normal_user_84,1,0.0,1.0,1,0,normal,0.2218,0.2671,0
838ebbaf-c04a-40eb-9db7-1997d4b27af2,normal_user_59,36,14.0,0.03,34,1,evasive_pattern,0.1858,0.2074,1
83aecf06-8c88-417c-a6a8-da359d3358ff,normal_user_234,1,0.0,1.0,1,0,normal,0.196,0.2243,0
8416491e-9280-45ac-9dbe-2bb8b703bf67,normal_user_219,20,156.0,0.0,19,1,evasive_pattern,0.295,0.3535,1
84d934f9-af75-43d7-a21a-dee804f569e7,normal_user_200,6,34.0,0.17,6,0,normal,0.268,0.3373,1
85d46199-7580-4c0e-b5c6-e15fec9c23f6,normal_user_206,2,5.0,0.5,1,0,normal,0.2016,0.2209,0
8601ca8d-0528-46af-88a7-b0ce411d3e67,normal_user_198,2,4.0,0.5,1,0,normal,0.2886,0.3508,0
862155f7-60c4-4139-9a83-a85ab90995e0,normal_user_56,21,10.0,0.05,21,1,high_typing_variance,0.351,0.4843,1
86734195-4a79-4146-96ed-719b1c80aecb,normal_user_129,1,0.0,1.0,1,0,normal,0.1477,0.1767,0
895c142a-e054-46bb-89c4-3c1e0a28929f,normal_user_211,1,0.0,1.0,1,1,high_typing_variance,0.6114,0.8507,0
8a8d3bfd-5db1-446b-8e94-e87dd0ee2d89,normal_user_202,3,7.0,0.0,1,1,high_typing_variance,0.4316,0.5277,0
8abb2ff0-1a67-4f8a-bc7e-c030524c66f9,normal_user_23,3,8.0,0.0,1,1,high_typing_variance,0.3713,0.4578,0
8ac6e48d-13b9-450d-ac5d-b5a7629b4a1c,normal_user_228,1,0.0,1.0,1,0,normal,0.121,0.1367,0
8b21e8d9-ee28-46fd-90a8-c3f702fa177b,normal_user_230,2,4.0,0.5,1,0,normal,0.12,0.1404,0
8ba42d4a-7024-4c77-8e57-6bce6af290e4,normal_user_47,1,0.0,1.0,1,0,normal,0.2152,0.2434,0
8cb74901-19b3-454e-a3eb-377b5947fc28,normal_user_65,34,19.0,0.0,31,1,high_typing_variance,0.7797,1.1199,1
8cfaed60-96a5-42a2-9e5c-bb4cf2e622fe,normal_user_67,1,0.0,1.0,1,0,normal,0.1593,0.1993,0
8e725172-9c79-4679-802f-6936b21e7bb3,normal_user_218,1,0.0,1.0,1,0,normal,0.2251,0.26,0
8f1b23d9-fb8b-48d0-9247-9772bd5d0f5a,normal_user_152,2,3.0,0.5,1,0,normal,0.2795,0.3497,0
8f4a3b82-fc41-4e64-a516-8db41a081e24,normal_user_34,32,18.0,0.0,31,1,high_typing_variance,0.4008,0.4875,1
8f85fbed-717f-4975-b80e-87e84544cd50,normal_user_91,20,8.0,0.05,19,1,high_typing_variance,0.421,0.6705,1
90803d6d-86c0-47d0-a574-376be2621dcb,normal_user_169,2,4.0,0.5,1,0,normal,0.2229,0.2811,0
91148d24-7e20-40c7-afaa-d70cf01b5776,normal_user_81,1,0.0,1.0,1,1,high_typing_variance,0.6429,0.8638,0
93971072-8d71-468b-8410-46fe58d1d507,normal_user_26,1,0.0,1.0,1,0,normal,0.2343,0.2712,0
941fdc0b-951f-4390-95b7-5c9695dda5e0,normal_user_72,1,0.0,1.0,1,1,high_typing_variance,0.6342,1.1147,0
95ed68ff-bfd8-4030-9414-36addde8e4a6,normal_user_92,30,16.0,0.0,29,1,high_typing_variance,0.3903,0.4717,1
96f4e9b8-c303-4f3d-8ca6-e6238b12fa36,normal_user_158,1,0.0,1.0,1,0,normal,0.2443,0.2855,0
97f600fc-0481-4365-8885-8fbaefb762f3,normal_user_204,1,0.0,1.0,1,1,high_typing_variance,0.4073,0.5156,0
