timestamp,username,result,user_type,session_id,attempt_number,time_since_last
2025-06-16T20:04:37.256258,brute_force_user_1,failure,brute_force,8e4eb64d-683a-4eab-a192-3d2ddc6daae1,14,1.0
2025-06-16T20:04:38.256258,brute_force_user_1,failure,brute_force,8e4eb64d-683a-4eab-a192-3d2ddc6daae1,15,1.0
2025-06-16T20:04:39.256258,brute_force_user_1,failure,brute_force,8e4eb64d-683a-4eab-a192-3d2ddc6daae1,16,1.0
2025-06-16T20:04:40.256258,brute_force_user_1,failure,brute_force,8e4eb64d-683a-4eab-a192-3d2ddc6daae1,17,1.0
2025-06-16T20:04:40.256258,brute_force_user_1,failure,brute_force,8e4eb64d-683a-4eab-a192-3d2ddc6daae1,18,0.0
2025-06-16T20:04:41.256258,brute_force_user_1,failure,brute_force,8e4eb64d-683a-4eab-a192-3d2ddc6daae1,19,1.0
2025-06-16T20:04:41.256258,brute_force_user_1,failure,brute_force,8e4eb64d-683a-4eab-a192-3d2ddc6daae1,20,0.0
2025-06-16T20:04:42.256258,brute_force_user_1,failure,brute_force,8e4eb64d-683a-4eab-a192-3d2ddc6daae1,21,1.0
2025-06-16T20:04:43.256258,brute_force_user_1,failure,brute_force,8e4eb64d-683a-4eab-a192-3d2ddc6daae1,22,1.0
2025-06-16T20:04:43.256258,brute_force_user_1,failure,brute_force,8e4eb64d-683a-4eab-a192-3d2ddc6daae1,23,0.0
2025-06-16T20:04:44.256258,brute_force_user_1,failure,brute_force,8e4eb64d-683a-4eab-a192-3d2ddc6daae1,24,1.0
2025-06-16T20:04:45.256258,brute_force_user_1,failure,brute_force,8e4eb64d-683a-4eab-a192-3d2ddc6daae1,25,1.0
2025-06-16T20:04:45.256258,brute_force_user_1,failure,brute_force,8e4eb64d-683a-4eab-a192-3d2ddc6daae1,26,0.0
2025-06-16T20:04:46.256258,brute_force_user_1,failure,brute_force,8e4eb64d-683a-4eab-a192-3d2ddc6daae1,27,1.0
2025-06-16T20:04:46.256258,brute_force_user_1,failure,brute_force,8e4eb64d-683a-4eab-a192-3d2ddc6daae1,28,0.0
2025-06-16T20:04:47.256258,brute_force_user_1,failure,brute_force,8e4eb64d-683a-4eab-a192-3d2ddc6daae1,29,1.0
2025-06-16T20:04:27.256432,brute_force_user_2,failure,brute_force,861dc273-0feb-4897-9248-ea48acbee1b0,1,1.0
2025-06-16T20:04:27.256432,brute_force_user_2,failure,brute_force,861dc273-0feb-4897-9248-ea48acbee1b0,2,0.0
2025-06-16T20:04:27.256432,brute_force_user_2,failure,brute_force,861dc273-0feb-4897-9248-ea48acbee1b0,3,0.0
2025-06-16T20:04:27.256432,brute_force_user_2,failure,brute_force,861dc273-0feb-4897-9248-ea48acbee1b0,4,0.0
2025-06-16T20:04:27.256432,brute_force_user_2,failure,brute_force,861dc273-0feb-4897-9248-ea48acbee1b0,5,0.0
2025-06-16T20:04:27.256432,brute_force_user_2,failure,brute_force,861dc273-0feb-4897-9248-ea48acbee1b0,6,0.0
2025-06-16T20:04:28.256432,brute_force_user_2,failure,brute_force,861dc273-0feb-4897-9248-ea48acbee1b0,7,1.0
2025-06-16T20:04:28.256432,brute_force_user_2,failure,brute_force,861dc273-0feb-4897-9248-ea48acbee1b0,8,0.0
2025-06-16T20:04:28.256432,brute_force_user_2,failure,brute_force,861dc273-0feb-4897-9248-ea48acbee1b0,9,0.0
2025-06-16T20:04:29.256432,brute_force_user_2,failure,brute_force,861dc273-0feb-4897-9248-ea48acbee1b0,10,1.0
2025-06-16T20:04:29.256432,brute_force_user_2,failure,brute_force,861dc273-0feb-4897-9248-ea48acbee1b0,11,0.0
2025-06-16T20:04:29.256432,brute_force_user_2,failure,brute_force,861dc273-0feb-4897-9248-ea48acbee1b0,12,0.0
2025-06-16T20:04:30.256432,brute_force_user_2,failure,brute_force,861dc273-0feb-4897-9248-ea48acbee1b0,13,1.0
2025-06-16T20:04:31.256432,brute_force_user_2,failure,brute_force,861dc273-0feb-4897-9248-ea48acbee1b0,14,1.0
2025-06-16T20:04:31.256432,brute_force_user_2,failure,brute_force,861dc273-0feb-4897-9248-ea48acbee1b0,15,0.0
2025-06-16T20:04:32.256432,brute_force_user_2,failure,brute_force,861dc273-0feb-4897-9248-ea48acbee1b0,16,1.0
2025-06-16T20:04:32.256432,brute_force_user_2,failure,brute_force,861dc273-0feb-4897-9248-ea48acbee1b0,17,0.0
2025-06-16T20:04:33.256432,brute_force_user_2,failure,brute_force,861dc273-0feb-4897-9248-ea48acbee1b0,18,1.0
2025-06-16T20:04:34.256432,brute_force_user_2,failure,brute_force,861dc273-0feb-4897-9248-ea48acbee1b0,19,1.0
2025-06-16T20:04:35.256432,brute_force_user_2,failure,brute_force,861dc273-0feb-4897-9248-ea48acbee1b0,20,1.0
2025-06-16T20:04:35.256432,brute_force_user_2,failure,brute_force,861dc273-0feb-4897-9248-ea48acbee1b0,21,0.0
2025-06-16T20:04:36.256432,brute_force_user_2,failure,brute_force,861dc273-0feb-4897-9248-ea48acbee1b0,22,1.0
2025-06-16T20:04:37.256432,brute_force_user_2,failure,brute_force,861dc273-0feb-4897-9248-ea48acbee1b0,23,1.0
2025-06-16T20:04:37.256432,brute_force_user_2,failure,brute_force,861dc273-0feb-4897-9248-ea48acbee1b0,24,0.0
2025-06-16T20:04:38.256432,brute_force_user_2,failure,brute_force,861dc273-0feb-4897-9248-ea48acbee1b0,25,1.0
2025-06-16T20:04:38.256432,brute_force_user_2,failure,brute_force,861dc273-0feb-4897-9248-ea48acbee1b0,26,0.0
2025-06-16T20:04:38.256432,brute_force_user_2,failure,brute_force,861dc273-0feb-4897-9248-ea48acbee1b0,27,0.0
2025-06-16T20:04:39.256432,brute_force_user_2,failure,brute_force,861dc273-0feb-4897-9248-ea48acbee1b0,28,1.0
2025-06-16T20:04:40.256432,brute_force_user_2,failure,brute_force,861dc273-0feb-4897-9248-ea48acbee1b0,29,1.0
2025-06-16T20:04:41.256432,brute_force_user_2,failure,brute_force,861dc273-0feb-4897-9248-ea48acbee1b0,30,1.0
2025-06-16T20:04:26.256618,brute_force_user_3,failure,brute_force,b79ed3aa-51bf-4184-8660-5850b36bee51,1,0.0
2025-06-16T20:04:27.256618,brute_force_user_3,failure,brute_force,b79ed3aa-51bf-4184-8660-5850b36bee51,2,1.0
2025-06-16T20:04:27.256618,brute_force_user_3,failure,brute_force,b79ed3aa-51bf-4184-8660-5850b36bee51,3,0.0
2025-06-16T20:04:28.256618,brute_force_user_3,failure,brute_force,b79ed3aa-51bf-4184-8660-5850b36bee51,4,1.0
2025-06-16T20:04:29.256618,brute_force_user_3,failure,brute_force,b79ed3aa-51bf-4184-8660-5850b36bee51,5,1.0
2025-06-16T20:04:29.256618,brute_force_user_3,failure,brute_force,b79ed3aa-51bf-4184-8660-5850b36bee51,6,0.0
2025-06-16T20:04:30.256618,brute_force_user_3,failure,brute_force,b79ed3aa-51bf-4184-8660-5850b36bee51,7,1.0
2025-06-16T20:04:31.256618,brute_force_user_3,failure,brute_force,b79ed3aa-51bf-4184-8660-5850b36bee51,8,1.0
2025-06-16T20:04:31.256618,brute_force_user_3,failure,brute_force,b79ed3aa-51bf-4184-8660-5850b36bee51,9,0.0
2025-06-16T20:04:31.256618,brute_force_user_3,failure,brute_force,b79ed3aa-51bf-4184-8660-5850b36bee51,10,0.0
2025-06-16T20:04:32.256618,brute_force_user_3,failure,brute_force,b79ed3aa-51bf-4184-8660-5850b36bee51,11,1.0
2025-06-16T20:04:32.256618,brute_force_user_3,failure,brute_force,b79ed3aa-51bf-4184-8660-5850b36bee51,12,0.0
2025-06-16T20:04:32.256618,brute_force_user_3,failure,brute_force,b79ed3aa-51bf-4184-8660-5850b36bee51,13,0.0
2025-06-16T20:04:33.256618,brute_force_user_3,failure,brute_force,b79ed3aa-51bf-4184-8660-5850b36bee51,14,1.0
2025-06-16T20:04:34.256618,brute_force_user_3,failure,brute_force,b79ed3aa-51bf-4184-8660-5850b36bee51,15,1.0
2025-06-16T20:04:35.256618,brute_force_user_3,failure,brute_force,b79ed3aa-51bf-4184-8660-5850b36bee51,16,1.0
2025-06-16T20:04:35.256618,brute_force_user_3,failure,brute_force,b79ed3aa-51bf-4184-8660-5850b36bee51,17,0.0
2025-06-16T20:04:35.256618,brute_force_user_3,failure,brute_force,b79ed3aa-51bf-4184-8660-5850b36bee51,18,0.0
2025-06-16T20:04:35.256618,brute_force_user_3,failure,brute_force,b79ed3aa-51bf-4184-8660-5850b36bee51,19,0.0
2025-06-16T20:04:26.256788,brute_force_user_4,failure,brute_force,5b970672-08c7-4404-bf51-2b37c408de46,1,0.0
2025-06-16T20:04:26.256788,brute_force_user_4,failure,brute_force,5b970672-08c7-4404-bf51-2b37c408de46,2,0.0
2025-06-16T20:04:27.256788,brute_force_user_4,failure,brute_force,5b970672-08c7-4404-bf51-2b37c408de46,3,1.0
2025-06-16T20:04:28.256788,brute_force_user_4,failure,brute_force,5b970672-08c7-4404-bf51-2b37c408de46,4,1.0
2025-06-16T20:04:29.256788,brute_force_user_4,failure,brute_force,5b970672-08c7-4404-bf51-2b37c408de46,5,1.0
2025-06-16T20:04:29.256788,brute_force_user_4,failure,brute_force,5b970672-08c7-4404-bf51-2b37c408de46,6,0.0
2025-06-16T20:04:30.256788,brute_force_user_4,failure,brute_force,5b970672-08c7-4404-bf51-2b37c408de46,7,1.0
2025-06-16T20:04:30.256788,brute_force_user_4,failure,brute_force,5b970672-08c7-4404-bf51-2b37c408de46,8,0.0
2025-06-16T20:04:31.256788,brute_force_user_4,failure,brute_force,5b970672-08c7-4404-bf51-2b37c408de46,9,1.0
2025-06-16T20:04:31.256788,brute_force_user_4,failure,brute_force,5b970672-08c7-4404-bf51-2b37c408de46,10,0.0
2025-06-16T20:04:31.256788,brute_force_user_4,failure,brute_force,5b970672-08c7-4404-bf51-2b37c408de46,11,0.0
2025-06-16T20:04:31.256788,brute_force_user_4,failure,brute_force,5b970672-08c7-4404-bf51-2b37c408de46,12,0.0
2025-06-16T20:04:31.256788,brute_force_user_4,failure,brute_force,5b970672-08c7-4404-bf51-2b37c408de46,13,0.0
2025-06-16T20:04:32.256788,brute_force_user_4,failure,brute_force,5b970672-08c7-4404-bf51-2b37c408de46,14,1.0
2025-06-16T20:04:33.256788,brute_force_user_4,failure,brute_force,5b970672-08c7-4404-bf51-2b37c408de46,15,1.0
2025-06-16T20:04:34.256788,brute_force_user_4,failure,brute_force,5b970672-08c7-4404-bf51-2b37c408de46,16,1.0
2025-06-16T20:04:35.256788,brute_force_user_4,failure,brute_force,5b970672-08c7-4404-bf51-2b37c408de46,17,1.0
2025-06-16T20:04:36.256788,brute_force_user_4,failure,brute_force,5b970672-08c7-4404-bf51-2b37c408de46,18,1.0
2025-06-16T20:04:36.256788,brute_force_user_4,failure,brute_force,5b970672-08c7-4404-bf51-2b37c408de46,19,0.0
2025-06-16T20:04:37.256788,brute_force_user_4,failure,brute_force,5b970672-08c7-4404-bf51-2b37c408de46,20,1.0
2025-06-16T20:04:37.256788,brute_force_user_4,failure,brute_force,5b970672-08c7-4404-bf51-2b37c408de46,21,0.0
2025-06-16T20:04:38.256788,brute_force_user_4,failure,brute_force,5b970672-08c7-4404-bf51-2b37c408de46,22,1.0
2025-06-16T20:04:38.256788,brute_force_user_4,failure,brute_force,5b970672-08c7-4404-bf51-2b37c408de46,23,0.0
2025-06-16T20:04:38.256788,brute_force_user_4,failure,brute_force,5b970672-08c7-4404-bf51-2b37c408de46,24,0.0
2025-06-16T20:04:38.256788,brute_force_user_4,failure,brute_force,5b970672-08c7-4404-bf51-2b37c408de46,25,0.0
2025-06-16T20:04:39.256788,brute_force_user_4,failure,brute_force,5b970672-08c7-4404-bf51-2b37c408de46,26,1.0
2025-06-16T20:04:39.256788,brute_force_user_4,failure,brute_force,5b970672-08c7-4404-bf51-2b37c408de46,27,0.0
2025-06-16T20:04:40.256788,brute_force_user_4,failure,brute_force,5b970672-08c7-4404-bf51-2b37c408de46,28,1.0
2025-06-16T20:04:41.256788,brute_force_user_4,failure,brute_force,5b970672-08c7-4404-bf51-2b37c408de46,29,1.0
2025-06-16T20:04:41.256788,brute_force_user_4,failure,brute_force,5b970672-08c7-4404-bf51-2b37c408de46,30,0.0
2025-06-16T20:04:41.256788,brute_force_user_4,failure,brute_force,5b970672-08c7-4404-bf51-2b37c408de46,31,0.0
2025-06-16T20:04:42.256788,brute_force_user_4,failure,brute_force,5b970672-08c7-4404-bf51-2b37c408de46,32,1.0
2025-06-16T20:04:43.256788,brute_force_user_4,failure,brute_force,5b970672-08c7-4404-bf51-2b37c408de46,33,1.0
2025-06-16T20:04:26.257001,brute_force_user_5,failure,brute_force,c9cd6a81-621e-48b9-98b0-15ce3d930f39,1,0.0
2025-06-16T20:04:27.257001,brute_force_user_5,failure,brute_force,c9cd6a81-621e-48b9-98b0-15ce3d930f39,2,1.0
2025-06-16T20:04:28.257001,brute_force_user_5,failure,brute_force,c9cd6a81-621e-48b9-98b0-15ce3d930f39,3,1.0
2025-06-16T20:04:29.257001,brute_force_user_5,failure,brute_force,c9cd6a81-621e-48b9-98b0-15ce3d930f39,4,1.0
2025-06-16T20:04:30.257001,brute_force_user_5,failure,brute_force,c9cd6a81-621e-48b9-98b0-15ce3d930f39,5,1.0
2025-06-16T20:04:31.257001,brute_force_user_5,failure,brute_force,c9cd6a81-621e-48b9-98b0-15ce3d930f39,6,1.0
2025-06-16T20:04:32.257001,brute_force_user_5,failure,brute_force,c9cd6a81-621e-48b9-98b0-15ce3d930f39,7,1.0
2025-06-16T20:04:33.257001,brute_force_user_5,failure,brute_force,c9cd6a81-621e-48b9-98b0-15ce3d930f39,8,1.0
2025-06-16T20:04:34.257001,brute_force_user_5,failure,brute_force,c9cd6a81-621e-48b9-98b0-15ce3d930f39,9,1.0
2025-06-16T20:04:35.257001,brute_force_user_5,failure,brute_force,c9cd6a81-621e-48b9-98b0-15ce3d930f39,10,1.0
2025-06-16T20:04:36.257001,brute_force_user_5,failure,brute_force,c9cd6a81-621e-48b9-98b0-15ce3d930f39,11,1.0
2025-06-16T20:04:36.257001,brute_force_user_5,failure,brute_force,c9cd6a81-621e-48b9-98b0-15ce3d930f39,12,0.0
2025-06-16T20:04:36.257001,brute_force_user_5,failure,brute_force,c9cd6a81-621e-48b9-98b0-15ce3d930f39,13,0.0
2025-06-16T20:04:36.257001,brute_force_user_5,failure,brute_force,c9cd6a81-621e-48b9-98b0-15ce3d930f39,14,0.0
2025-06-16T20:04:36.257001,brute_force_user_5,failure,brute_force,c9cd6a81-621e-48b9-98b0-15ce3d930f39,15,0.0
2025-06-16T20:04:26.257090,brute_force_user_6,failure,brute_force,7edeae5c-5666-412f-a1af-65c78fecfaaa,1,0.0
2025-06-16T20:04:26.257090,brute_force_user_6,failure,brute_force,7edeae5c-5666-412f-a1af-65c78fecfaaa,2,0.0
2025-06-16T20:04:27.257090,brute_force_user_6,failure,brute_force,7edeae5c-5666-412f-a1af-65c78fecfaaa,3,1.0
2025-06-16T20:04:28.257090,brute_force_user_6,failure,brute_force,7edeae5c-5666-412f-a1af-65c78fecfaaa,4,1.0
2025-06-16T20:04:28.257090,brute_force_user_6,failure,brute_force,7edeae5c-5666-412f-a1af-65c78fecfaaa,5,0.0
2025-06-16T20:04:28.257090,brute_force_user_6,failure,brute_force,7edeae5c-5666-412f-a1af-65c78fecfaaa,6,0.0
2025-06-16T20:04:29.257090,brute_force_user_6,failure,brute_force,7edeae5c-5666-412f-a1af-65c78fecfaaa,7,1.0
2025-06-16T20:04:30.257090,brute_force_user_6,failure,brute_force,7edeae5c-5666-412f-a1af-65c78fecfaaa,8,1.0
2025-06-16T20:04:30.257090,brute_force_user_6,failure,brute_force,7edeae5c-5666-412f-a1af-65c78fecfaaa,9,0.0
2025-06-16T20:04:30.257090,brute_force_user_6,failure,brute_force,7edeae5c-5666-412f-a1af-65c78fecfaaa,10,0.0
2025-06-16T20:04:30.257090,brute_force_user_6,failure,brute_force,7edeae5c-5666-412f-a1af-65c78fecfaaa,11,0.0
2025-06-16T20:04:30.257090,brute_force_user_6,failure,brute_force,7edeae5c-5666-412f-a1af-65c78fecfaaa,12,0.0
2025-06-16T20:04:30.257090,brute_force_user_6,failure,brute_force,7edeae5c-5666-412f-a1af-65c78fecfaaa,13,0.0
2025-06-16T20:04:30.257090,brute_force_user_6,failure,brute_force,7edeae5c-5666-412f-a1af-65c78fecfaaa,14,0.0
2025-06-16T20:04:30.257090,brute_force_user_6,failure,brute_force,7edeae5c-5666-412f-a1af-65c78fecfaaa,15,0.0
2025-06-16T20:04:31.257090,brute_force_user_6,failure,brute_force,7edeae5c-5666-412f-a1af-65c78fecfaaa,16,1.0
2025-06-16T20:04:32.257090,brute_force_user_6,failure,brute_force,7edeae5c-5666-412f-a1af-65c78fecfaaa,17,1.0
2025-06-16T20:04:33.257090,brute_force_user_6,failure,brute_force,7edeae5c-5666-412f-a1af-65c78fecfaaa,18,1.0
2025-06-16T20:04:34.257090,brute_force_user_6,failure,brute_force,7edeae5c-5666-412f-a1af-65c78fecfaaa,19,1.0
2025-06-16T20:04:34.257090,brute_force_user_6,failure,brute_force,7edeae5c-5666-412f-a1af-65c78fecfaaa,20,0.0
2025-06-16T20:04:35.257090,brute_force_user_6,failure,brute_force,7edeae5c-5666-412f-a1af-65c78fecfaaa,21,1.0
2025-06-16T20:04:27.257207,brute_force_user_7,failure,brute_force,d974b1dd-931b-438e-bcc3-4df49916a4a9,1,1.0
2025-06-16T20:04:27.257207,brute_force_user_7,failure,brute_force,d974b1dd-931b-438e-bcc3-4df49916a4a9,2,0.0
2025-06-16T20:04:28.257207,brute_force_user_7,failure,brute_force,d974b1dd-931b-438e-bcc3-4df49916a4a9,3,1.0
2025-06-16T20:04:28.257207,brute_force_user_7,failure,brute_force,d974b1dd-931b-438e-bcc3-4df49916a4a9,4,0.0
