timestamp,username,result,user_type,session_id,attempt_number,time_since_last,keystroke_vector,label
2025-06-28T02:22:19.467024,normal_user_201,failure,brute_force,2979490c-d2a1-4a47-ae5b-10a191d31f7e,5,0.0,"[0.128, 0.066, 0.221, 0.159, 0.062, 0.176, 0.11, 0.238, 0.172, 0.066, 0.214, 0.09, 0.28, 0.156, 0.124, 0.103, -0.029, 0.227, 0.095, 0.132, 0.148, 0.064, 0.28, 0.196, 0.084, 0.277, 0.212, 0.361, 0.296, 0.065, 0.141, 0.073, 0.206, 0.138, 0.068, 0.116, 0.049, 0.184, 0.117, 0.067, 0.197, 0.136, 0.264, 0.203, 0.061, 1.439]",1
2025-06-28T02:22:19.467024,normal_user_113,failure,brute_force,2979490c-d2a1-4a47-ae5b-10a191d31f7e,4,0.0,"[0.128, 0.066, 0.221, 0.159, 0.062, 0.176, 0.11, 0.238, 0.172, 0.066, 0.214, 0.09, 0.28, 0.156, 0.124, 0.103, -0.029, 0.227, 0.095, 0.132, 0.148, 0.064, 0.28, 0.196, 0.084, 0.277, 0.212, 0.361, 0.296, 0.065, 0.141, 0.073, 0.206, 0.138, 0.068, 0.116, 0.049, 0.184, 0.117, 0.067, 0.197, 0.136, 0.264, 0.203, 0.061, 1.439]",1
2025-06-28T02:22:19.467024,normal_user_67,failure,brute_force,2979490c-d2a1-4a47-ae5b-10a191d31f7e,3,0.0,"[0.128, 0.066, 0.221, 0.159, 0.062, 0.176, 0.11, 0.238, 0.172, 0.066, 0.214, 0.09, 0.28, 0.156, 0.124, 0.103, -0.029, 0.227, 0.095, 0.132, 0.148, 0.064, 0.28, 0.196, 0.084, 0.277, 0.212, 0.361, 0.296, 0.065, 0.141, 0.073, 0.206, 0.138, 0.068, 0.116, 0.049, 0.184, 0.117, 0.067, 0.197, 0.136, 0.264, 0.203, 0.061, 1.439]",1
2025-06-28T02:22:19.467024,normal_user_126,failure,brute_force,2979490c-d2a1-4a47-ae5b-10a191d31f7e,2,0.0,"[0.128, 0.066, 0.221, 0.159, 0.062, 0.176, 0.11, 0.238, 0.172, 0.066, 0.214, 0.09, 0.28, 0.156, 0.124, 0.103, -0.029, 0.227, 0.095, 0.132, 0.148, 0.064, 0.28, 0.196, 0.084, 0.277, 0.212, 0.361, 0.296, 0.065, 0.141, 0.073, 0.206, 0.138, 0.068, 0.116, 0.049, 0.184, 0.117, 0.067, 0.197, 0.136, 0.264, 0.203, 0.061, 1.439]",1
2025-06-28T02:22:19.467024,normal_user_75,failure,brute_force,2979490c-d2a1-4a47-ae5b-10a191d31f7e,1,0.0,"[0.128, 0.066, 0.221, 0.159, 0.062, 0.176, 0.11, 0.238, 0.172, 0.066, 0.214, 0.09, 0.28, 0.156, 0.124, 0.103, -0.029, 0.227, 0.095, 0.132, 0.148, 0.064, 0.28, 0.196, 0.084, 0.277, 0.212, 0.361, 0.296, 0.065, 0.141, 0.073, 0.206, 0.138, 0.068, 0.116, 0.049, 0.184, 0.117, 0.067, 0.197, 0.136, 0.264, 0.203, 0.061, 1.439]",1
2025-06-28T02:22:19.467024,normal_user_47,failure,brute_force,2979490c-d2a1-4a47-ae5b-10a191d31f7e,7,0.0,"[0.128, 0.066, 0.221, 0.159, 0.062, 0.176, 0.11, 0.238, 0.172, 0.066, 0.214, 0.09, 0.28, 0.156, 0.124, 0.103, -0.029, 0.227, 0.095, 0.132, 0.148, 0.064, 0.28, 0.196, 0.084, 0.277, 0.212, 0.361, 0.296, 0.065, 0.141, 0.073, 0.206, 0.138, 0.068, 0.116, 0.049, 0.184, 0.117, 0.067, 0.197, 0.136, 0.264, 0.203, 0.061, 1.439]",1
2025-06-28T02:22:19.467433,normal_user_20,failure,brute_force,322d7c6d-d2e0-4683-a4b7-5b1b5c8d470a,1,0.0,"[0.284, 0.19, 0.407, 0.313, 0.094, 0.471, 0.377, 0.565, 0.471, 0.094, 1.486, 1.376, 1.58, 1.47, 0.11, 0.264, 0.17, 0.374, 0.28, 0.094, 0.383, 0.26, 0.477, 0.354, 0.123, 0.228, 0.129, 0.351, 0.252, 0.099, 0.193, 0.098, 0.292, 0.197, 0.095, 0.916, 0.831, 1.011, 0.926, 0.085, 0.303, 0.204, 0.388, 0.289, 0.099, 4.429]",1
2025-06-28T02:22:19.467433,normal_user_233,failure,brute_force,322d7c6d-d2e0-4683-a4b7-5b1b5c8d470a,2,0.0,"[0.284, 0.19, 0.407, 0.313, 0.094, 0.471, 0.377, 0.565, 0.471, 0.094, 1.486, 1.376, 1.58, 1.47, 0.11, 0.264, 0.17, 0.374, 0.28, 0.094, 0.383, 0.26, 0.477, 0.354, 0.123, 0.228, 0.129, 0.351, 0.252, 0.099, 0.193, 0.098, 0.292, 0.197, 0.095, 0.916, 0.831, 1.011, 0.926, 0.085, 0.303, 0.204, 0.388, 0.289, 0.099, 4.429]",1
2025-06-28T02:22:19.467847,normal_user_61,failure,brute_force,d0217d2e-7ee8-492d-ba81-f9c440cd9a4e,4,0.0,"[0.073, -0.004, 0.167, 0.09, 0.077, 0.162, 0.073, 0.239, 0.15, 0.089, 0.151, 0.026, 0.24, 0.115, 0.125, 0.025, -0.056, 0.15, 0.069, 0.081, 0.057, 0.011, 0.138, 0.092, 0.046, 0.181, 0.07, 0.227, 0.116, 0.111, 0.086, 0.011, 0.197, 0.122, 0.075, 0.157, 0.058, 0.232, 0.133, 0.099, 0.13, 0.055, 0.229, 0.154, 0.075, 0.947]",1
2025-06-28T02:22:19.467847,normal_user_89,failure,brute_force,d0217d2e-7ee8-492d-ba81-f9c440cd9a4e,3,0.0,"[0.073, -0.004, 0.167, 0.09, 0.077, 0.162, 0.073, 0.239, 0.15, 0.089, 0.151, 0.026, 0.24, 0.115, 0.125, 0.025, -0.056, 0.15, 0.069, 0.081, 0.057, 0.011, 0.138, 0.092, 0.046, 0.181, 0.07, 0.227, 0.116, 0.111, 0.086, 0.011, 0.197, 0.122, 0.075, 0.157, 0.058, 0.232, 0.133, 0.099, 0.13, 0.055, 0.229, 0.154, 0.075, 0.947]",1
2025-06-28T02:22:19.467847,normal_user_247,failure,brute_force,d0217d2e-7ee8-492d-ba81-f9c440cd9a4e,2,0.0,"[0.073, -0.004, 0.167, 0.09, 0.077, 0.162, 0.073, 0.239, 0.15, 0.089, 0.151, 0.026, 0.24, 0.115, 0.125, 0.025, -0.056, 0.15, 0.069, 0.081, 0.057, 0.011, 0.138, 0.092, 0.046, 0.181, 0.07, 0.227, 0.116, 0.111, 0.086, 0.011, 0.197, 0.122, 0.075, 0.157, 0.058, 0.232, 0.133, 0.099, 0.13, 0.055, 0.229, 0.154, 0.075, 0.947]",1
2025-06-28T02:22:19.467847,normal_user_63,failure,brute_force,d0217d2e-7ee8-492d-ba81-f9c440cd9a4e,5,0.0,"[0.073, -0.004, 0.167, 0.09, 0.077, 0.162, 0.073, 0.239, 0.15, 0.089, 0.151, 0.026, 0.24, 0.115, 0.125, 0.025, -0.056, 0.15, 0.069, 0.081, 0.057, 0.011, 0.138, 0.092, 0.046, 0.181, 0.07, 0.227, 0.116, 0.111, 0.086, 0.011, 0.197, 0.122, 0.075, 0.157, 0.058, 0.232, 0.133, 0.099, 0.13, 0.055, 0.229, 0.154, 0.075, 0.947]",1
2025-06-28T02:22:19.467847,normal_user_161,failure,brute_force,d0217d2e-7ee8-492d-ba81-f9c440cd9a4e,1,0.0,"[0.073, -0.004, 0.167, 0.09, 0.077, 0.162, 0.073, 0.239, 0.15, 0.089, 0.151, 0.026, 0.24, 0.115, 0.125, 0.025, -0.056, 0.15, 0.069, 0.081, 0.057, 0.011, 0.138, 0.092, 0.046, 0.181, 0.07, 0.227, 0.116, 0.111, 0.086, 0.011, 0.197, 0.122, 0.075, 0.157, 0.058, 0.232, 0.133, 0.099, 0.13, 0.055, 0.229, 0.154, 0.075, 0.947]",1
2025-06-28T02:22:19.468332,normal_user_29,failure,brute_force,99756ca3-512b-44e8-9bbe-994ced0dcf58,2,0.0,"[0.233, 0.125, 0.381, 0.273, 0.108, 0.433, 0.304, 0.541, 0.412, 0.129, 0.246, 0.158, 0.375, 0.287, 0.088, 0.271, 0.175, 0.359, 0.263, 0.096, 0.294, 0.134, 0.39, 0.23, 0.16, 0.235, 0.104, 0.395, 0.264, 0.131, 0.273, 0.127, 0.404, 0.258, 0.146, 0.216, 0.101, 0.362, 0.247, 0.115, 0.231, 0.128, 0.346, 0.243, 0.103, 2.329]",1
2025-06-28T02:22:19.468332,normal_user_102,failure,brute_force,99756ca3-512b-44e8-9bbe-994ced0dcf58,1,0.0,"[0.233, 0.125, 0.381, 0.273, 0.108, 0.433, 0.304, 0.541, 0.412, 0.129, 0.246, 0.158, 0.375, 0.287, 0.088, 0.271, 0.175, 0.359, 0.263, 0.096, 0.294, 0.134, 0.39, 0.23, 0.16, 0.235, 0.104, 0.395, 0.264, 0.131, 0.273, 0.127, 0.404, 0.258, 0.146, 0.216, 0.101, 0.362, 0.247, 0.115, 0.231, 0.128, 0.346, 0.243, 0.103, 2.329]",1
2025-06-28T02:22:19.468465,normal_user_132,failure,brute_force,52a5c82c-e44a-40cf-9c61-00a976b7f806,1,0.0,"[0.28, 0.161, 0.376, 0.257, 0.119, 0.176, 0.08, 0.295, 0.199, 0.096, 0.216, 0.136, 0.312, 0.232, 0.08, 0.336, 0.224, 0.416, 0.304, 0.112, 0.2, 0.104, 0.312, 0.216, 0.096, 0.232, 0.144, 0.328, 0.24, 0.088, 0.144, 0.032, 0.232, 0.12, 0.112, 0.84, 0.8, 0.952, 0.912, 0.04, 0.344, 0.264, 0.384, 0.304, 0.08, 2.688]",1
2025-06-28T02:22:19.468664,normal_user_231,failure,brute_force,20edf9bd-c677-4879-92b2-df69a3fd58e6,1,0.0,"[0.096, 0.001, 0.224, 0.129, 0.095, 0.416, 0.321, 0.511, 0.416, 0.095, 0.224, 0.16, 0.319, 0.255, 0.064, 0.824, 0.769, 0.888, 0.833, 0.055, 0.096, 0.041, 0.151, 0.096, 0.055, 0.225, 0.137, 0.28, 0.192, 0.088, 0.135, 0.072, 0.223, 0.16, 0.063, 0.345, 0.225, 0.408, 0.288, 0.12, 0.288, 0.168, 0.408, 0.288, 0.12, 2.529]",1
2025-06-28T02:22:19.468664,normal_user_150,failure,brute_force,20edf9bd-c677-4879-92b2-df69a3fd58e6,2,0.0,"[0.096, 0.001, 0.224, 0.129, 0.095, 0.416, 0.321, 0.511, 0.416, 0.095, 0.224, 0.16, 0.319, 0.255, 0.064, 0.824, 0.769, 0.888, 0.833, 0.055, 0.096, 0.041, 0.151, 0.096, 0.055, 0.225, 0.137, 0.28, 0.192, 0.088, 0.135, 0.072, 0.223, 0.16, 0.063, 0.345, 0.225, 0.408, 0.288, 0.12, 0.288, 0.168, 0.408, 0.288, 0.12, 2.529]",1
2025-06-28T02:22:19.468664,normal_user_55,failure,brute_force,20edf9bd-c677-4879-92b2-df69a3fd58e6,3,0.0,"[0.096, 0.001, 0.224, 0.129, 0.095, 0.416, 0.321, 0.511, 0.416, 0.095, 0.224, 0.16, 0.319, 0.255, 0.064, 0.824, 0.769, 0.888, 0.833, 0.055, 0.096, 0.041, 0.151, 0.096, 0.055, 0.225, 0.137, 0.28, 0.192, 0.088, 0.135, 0.072, 0.223, 0.16, 0.063, 0.345, 0.225, 0.408, 0.288, 0.12, 0.288, 0.168, 0.408, 0.288, 0.12, 2.529]",1
2025-06-28T02:22:19.468664,normal_user_243,failure,brute_force,20edf9bd-c677-4879-92b2-df69a3fd58e6,5,0.0,"[0.096, 0.001, 0.224, 0.129, 0.095, 0.416, 0.321, 0.511, 0.416, 0.095, 0.224, 0.16, 0.319, 0.255, 0.064, 0.824, 0.769, 0.888, 0.833, 0.055, 0.096, 0.041, 0.151, 0.096, 0.055, 0.225, 0.137, 0.28, 0.192, 0.088, 0.135, 0.072, 0.223, 0.16, 0.063, 0.345, 0.225, 0.408, 0.288, 0.12, 0.288, 0.168, 0.408, 0.288, 0.12, 2.529]",1
2025-06-28T02:22:19.468664,normal_user_50,failure,brute_force,20edf9bd-c677-4879-92b2-df69a3fd58e6,6,0.0,"[0.096, 0.001, 0.224, 0.129, 0.095, 0.416, 0.321, 0.511, 0.416, 0.095, 0.224, 0.16, 0.319, 0.255, 0.064, 0.824, 0.769, 0.888, 0.833, 0.055, 0.096, 0.041, 0.151, 0.096, 0.055, 0.225, 0.137, 0.28, 0.192, 0.088, 0.135, 0.072, 0.223, 0.16, 0.063, 0.345, 0.225, 0.408, 0.288, 0.12, 0.288, 0.168, 0.408, 0.288, 0.12, 2.529]",1
2025-06-28T02:22:19.468664,normal_user_169,failure,brute_force,20edf9bd-c677-4879-92b2-df69a3fd58e6,9,0.0,"[0.096, 0.001, 0.224, 0.129, 0.095, 0.416, 0.321, 0.511, 0.416, 0.095, 0.224, 0.16, 0.319, 0.255, 0.064, 0.824, 0.769, 0.888, 0.833, 0.055, 0.096, 0.041, 0.151, 0.096, 0.055, 0.225, 0.137, 0.28, 0.192, 0.088, 0.135, 0.072, 0.223, 0.16, 0.063, 0.345, 0.225, 0.408, 0.288, 0.12, 0.288, 0.168, 0.408, 0.288, 0.12, 2.529]",1
2025-06-28T02:22:19.468664,normal_user_205,failure,brute_force,20edf9bd-c677-4879-92b2-df69a3fd58e6,8,0.0,"[0.096, 0.001, 0.224, 0.129, 0.095, 0.416, 0.321, 0.511, 0.416, 0.095, 0.224, 0.16, 0.319, 0.255, 0.064, 0.824, 0.769, 0.888, 0.833, 0.055, 0.096, 0.041, 0.151, 0.096, 0.055, 0.225, 0.137, 0.28, 0.192, 0.088, 0.135, 0.072, 0.223, 0.16, 0.063, 0.345, 0.225, 0.408, 0.288, 0.12, 0.288, 0.168, 0.408, 0.288, 0.12, 2.529]",1
2025-06-28T02:22:19.468664,normal_user_211,failure,brute_force,20edf9bd-c677-4879-92b2-df69a3fd58e6,7,0.0,"[0.096, 0.001, 0.224, 0.129, 0.095, 0.416, 0.321, 0.511, 0.416, 0.095, 0.224, 0.16, 0.319, 0.255, 0.064, 0.824, 0.769, 0.888, 0.833, 0.055, 0.096, 0.041, 0.151, 0.096, 0.055, 0.225, 0.137, 0.28, 0.192, 0.088, 0.135, 0.072, 0.223, 0.16, 0.063, 0.345, 0.225, 0.408, 0.288, 0.12, 0.288, 0.168, 0.408, 0.288, 0.12, 2.529]",1
2025-06-28T02:22:19.468664,normal_user_80,failure,brute_force,20edf9bd-c677-4879-92b2-df69a3fd58e6,4,0.0,"[0.096, 0.001, 0.224, 0.129, 0.095, 0.416, 0.321, 0.511, 0.416, 0.095, 0.224, 0.16, 0.319, 0.255, 0.064, 0.824, 0.769, 0.888, 0.833, 0.055, 0.096, 0.041, 0.151, 0.096, 0.055, 0.225, 0.137, 0.28, 0.192, 0.088, 0.135, 0.072, 0.223, 0.16, 0.063, 0.345, 0.225, 0.408, 0.288, 0.12, 0.288, 0.168, 0.408, 0.288, 0.12, 2.529]",1
2025-06-28T02:22:19.469460,normal_user_91,failure,brute_force,ee7c7e5e-0ba5-4829-a020-9acf67eebf6d,1,0.0,"[1.052, 0.953, 1.185, 1.086, 0.099, 0.409, 0.297, 0.508, 0.396, 0.112, 1.763, 1.677, 1.875, 1.789, 0.086, 0.329, 0.211, 0.415, 0.297, 0.118, 1.104, 0.997, 1.222, 1.115, 0.107, 0.342, 0.241, 0.449, 0.348, 0.101, 0.339, 0.192, 0.44, 0.293, 0.147, 1.0, 0.869, 1.147, 1.016, 0.131, 0.381, 0.271, 0.512, 0.402, 0.11, 6.609]",1
2025-06-28T02:22:19.469460,normal_user_171,failure,brute_force,ee7c7e5e-0ba5-4829-a020-9acf67eebf6d,2,0.0,"[1.052, 0.953, 1.185, 1.086, 0.099, 0.409, 0.297, 0.508, 0.396, 0.112, 1.763, 1.677, 1.875, 1.789, 0.086, 0.329, 0.211, 0.415, 0.297, 0.118, 1.104, 0.997, 1.222, 1.115, 0.107, 0.342, 0.241, 0.449, 0.348, 0.101, 0.339, 0.192, 0.44, 0.293, 0.147, 1.0, 0.869, 1.147, 1.016, 0.131, 0.381, 0.271, 0.512, 0.402, 0.11, 6.609]",1
2025-06-28T02:22:19.469460,normal_user_31,failure,brute_force,ee7c7e5e-0ba5-4829-a020-9acf67eebf6d,3,0.0,"[1.052, 0.953, 1.185, 1.086, 0.099, 0.409, 0.297, 0.508, 0.396, 0.112, 1.763, 1.677, 1.875, 1.789, 0.086, 0.329, 0.211, 0.415, 0.297, 0.118, 1.104, 0.997, 1.222, 1.115, 0.107, 0.342, 0.241, 0.449, 0.348, 0.101, 0.339, 0.192, 0.44, 0.293, 0.147, 1.0, 0.869, 1.147, 1.016, 0.131, 0.381, 0.271, 0.512, 0.402, 0.11, 6.609]",1
2025-06-28T02:22:19.469460,normal_user_199,failure,brute_force,ee7c7e5e-0ba5-4829-a020-9acf67eebf6d,4,0.0,"[1.052, 0.953, 1.185, 1.086, 0.099, 0.409, 0.297, 0.508, 0.396, 0.112, 1.763, 1.677, 1.875, 1.789, 0.086, 0.329, 0.211, 0.415, 0.297, 0.118, 1.104, 0.997, 1.222, 1.115, 0.107, 0.342, 0.241, 0.449, 0.348, 0.101, 0.339, 0.192, 0.44, 0.293, 0.147, 1.0, 0.869, 1.147, 1.016, 0.131, 0.381, 0.271, 0.512, 0.402, 0.11, 6.609]",1
2025-06-28T02:22:19.469784,normal_user_91,failure,brute_force,8f85fbed-717f-4975-b80e-87e84544cd50,1,0.0,"[0.16, 0.096, 0.248, 0.184, 0.064, 0.432, 0.36, 0.496, 0.424, 0.072, 0.2, 0.136, 0.272, 0.208, 0.064, 0.368, 0.288, 0.432, 0.352, 0.08, 0.128, 0.04, 0.208, 0.12, 0.088, 0.152, 0.08, 0.24, 0.168, 0.072, 0.128, 0.088, 0.2, 0.16, 0.04, 1.8, 1.72, 1.84, 1.76, 0.08, 0.384, 0.32, 0.464, 0.4, 0.064, 3.688]",1
2025-06-28T02:22:19.469949,normal_user_19,failure,brute_force,2937e047-858d-4c3c-ae41-21e73467140c,1,0.0,"[0.659, 0.543, 0.724, 0.608, 0.116, 0.149, 0.063, 0.265, 0.179, 0.086, 0.732, 0.612, 0.818, 0.698, 0.12, 0.056, -0.043, 0.176, 0.077, 0.099, 0.342, 0.271, 0.441, 0.37, 0.071, 0.14, 0.037, 0.211, 0.108, 0.103, 0.098, -0.009, 0.201, 0.094, 0.107, 0.386, 0.306, 0.493, 0.413, 0.08, 0.069, -0.004, 0.149, 0.076, 0.073, 2.558]",1
2025-06-28T02:22:19.470775,normal_user_166,failure,brute_force,1bc02c07-61c8-4d0a-afa2-3d23d004d7d1,1,0.0,"[0.08, -0.037, 0.198, 0.081, 0.117, 0.179, 0.041, 0.296, 0.158, 0.138, 1.156, 1.087, 1.294, 1.225, 0.069, 0.188, 0.086, 0.257, 0.155, 0.102, 0.08, -0.033, 0.182, 0.069, 0.113, 0.089, 0.01, 0.202, 0.123, 0.079, 0.085, 0.001, 0.164, 0.08, 0.084, 0.155, 0.062, 0.239, 0.146, 0.093, 0.25, 0.147, 0.343, 0.24, 0.103, 2.159]",1
2025-06-28T02:22:19.470913,normal_user_184,failure,brute_force,3a252581-405f-4ad2-adb0-7f67382e4365,1,0.0,"[0.12, 0.032, 0.224, 0.136, 0.088, 0.144, 0.048, 0.232, 0.136, 0.096, 0.176, 0.09, 0.272, 0.186, 0.086, 0.192, 0.08, 0.278, 0.166, 0.112, 0.128, 0.032, 0.24, 0.144, 0.096, 0.112, 0.024, 0.208, 0.12, 0.088, 0.112, 0.024, 0.2, 0.112, 0.088, 0.152, 0.064, 0.24, 0.152, 0.088, 0.152, 0.056, 0.24, 0.144, 0.096, 1.192]",1
2025-06-28T02:22:19.471008,normal_user_59,failure,brute_force,838ebbaf-c04a-40eb-9db7-1997d4b27af2,1,0.0,"[0.192, 0.048, 0.289, 0.145, 0.144, 0.096, 0.007, 0.24, 0.151, 0.089, 0.231, 0.144, 0.32, 0.233, 0.087, 0.232, 0.098, 0.319, 0.185, 0.134, 0.128, -0.015, 0.262, 0.119, 0.143, 0.241, 0.137, 0.384, 0.28, 0.104, 0.152, 0.048, 0.256, 0.152, 0.104, 0.135, 0.016, 0.239, 0.12, 0.119, 0.104, 0.04, 0.223, 0.159, 0.064, 1.447]",1
2025-06-28T02:22:19.471008,normal_user_161,failure,brute_force,838ebbaf-c04a-40eb-9db7-1997d4b27af2,2,0.0,"[0.192, 0.048, 0.289, 0.145, 0.144, 0.096, 0.007, 0.24, 0.151, 0.089, 0.231, 0.144, 0.32, 0.233, 0.087, 0.232, 0.098, 0.319, 0.185, 0.134, 0.128, -0.015, 0.262, 0.119, 0.143, 0.241, 0.137, 0.384, 0.28, 0.104, 0.152, 0.048, 0.256, 0.152, 0.104, 0.135, 0.016, 0.239, 0.12, 0.119, 0.104, 0.04, 0.223, 0.159, 0.064, 1.447]",1
2025-06-28T02:22:19.471240,normal_user_34,failure,brute_force,48b3ae3c-a785-4f22-85cc-5812f0311b13,1,0.0,"[0.274, 0.133, 0.361, 0.22, 0.141, 0.78, 0.693, 0.921, 0.834, 0.087, 0.417, 0.312, 0.504, 0.399, 0.105, 0.328, 0.188, 0.433, 0.293, 0.14, 0.137, 0.032, 0.277, 0.172, 0.105, 0.264, 0.116, 0.369, 0.221, 0.148, 0.05, -0.035, 0.198, 0.113, 0.085, 0.23, 0.152, 0.315, 0.237, 0.078, 0.282, 0.159, 0.36, 0.237, 0.123, 2.639]",1
